drop_id,frame,time_s,x_px,y_px,x_um,y_um,source_video
drop1,0,0.0,618.7587447531481,544.722191684989,1473.2645712572455,1296.9835384019586,brownian
drop1,1,0.1,616.5824097435965,546.120289031849,1468.0827175995032,1300.3124081848323,brownian
drop1,2,0.2,617.7825823168805,546.2622511533843,1470.9403284964924,1300.650419996208,brownian
drop1,3,0.3,617.2226368159204,546.4520534581992,1469.6070982587064,1301.1023392839722,brownian
drop1,4,0.4,614.7928811868844,546.0769106096496,1463.8218501059716,1300.2091241615756,brownian
drop1,5,0.5,613.9656624873759,546.368192230953,1461.8522423824418,1300.902665701899,brownian
drop1,6,0.6,614.1577958917509,545.8763743071405,1462.3097120182588,1299.7316472253015,brownian
drop1,7,0.7,615.1203446097603,545.8703681303173,1464.6015405158391,1299.7173465182852,brownian
drop1,8,0.8,613.4995817117084,543.6749475624098,1460.7425040555777,1294.4900501460975,brownian
drop1,9,0.9,614.3344031789699,545.1673961068734,1462.7302139691271,1298.0435701304655,brownian
drop1,10,1.0,614.8383630137798,543.4175641891492,1463.9301423358097,1293.877220334364,brownian
drop1,11,1.1,617.5960906862745,544.079350490196,1470.4962919240193,1295.4529335171567,brownian
drop1,12,1.2,612.9265759600677,542.5183560099831,1459.378177360921,1291.7362056597697,brownian
drop1,13,1.3,614.2282190861949,541.3693403162973,1462.47738964423,1289.0003992931038,brownian
drop1,14,1.4,613.2680516337233,546.3801129487697,1460.1912309398951,1300.9310489310205,brownian
drop1,15,1.5,613.5052919888955,543.524241522903,1460.75610022556,1294.131219066032,brownian
drop1,16,1.6,612.1632824154553,544.222287975737,1457.560775431199,1295.7932676702296,brownian
drop1,17,1.7,613.2278326537644,539.5518865215644,1460.0954695486128,1284.6730418078446,brownian
drop1,18,1.8,611.5771173549924,540.3626553396665,1456.165116422237,1286.6034823637458,brownian
drop1,19,1.9,610.0696455108617,536.5760991166992,1452.5758259613617,1277.5876919968607,brownian
drop1,20,2.0,611.3634266115831,535.7848780107569,1455.6563187621794,1275.703794543612,brownian
drop1,21,2.1,611.9567191648564,541.0263546946657,1457.068948331523,1288.1837505279989,brownian
drop1,22,2.2,609.8265441647526,534.8682791918624,1451.9970016562759,1273.5213727558241,brownian
drop1,23,2.3,609.318127847577,541.5418334944084,1450.7864624050808,1289.4111055501862,brownian
drop1,24,2.4,610.0893193896794,542.0469006392202,1452.6226694668267,1290.6136704219832,brownian
drop1,25,2.5,608.9355850674475,541.521410645195,1449.8756280455923,1289.3624787462093,brownian
drop1,26,2.6,609.9529868114818,543.7375743470391,1452.298061598138,1294.6391645202998,brownian
drop1,27,2.7,608.5502869745443,544.7636445767125,1448.95823328639,1297.0822377371524,brownian
drop1,28,2.8,607.5282279560721,541.4064532466148,1446.5247107634075,1289.0887651801897,brownian
drop1,29,2.9,608.81181304438,544.1922957279137,1449.5809268586686,1295.7218561281625,brownian
drop1,30,3.0,604.246000858876,541.9738177035804,1438.7097280449834,1290.4396599522247,brownian
drop1,31,3.1,604.7673617314515,542.9445904902886,1439.951088282586,1292.7510699573772,brownian
drop1,32,3.2,605.0003258542035,539.8101201005493,1440.5057758588584,1285.2878959594077,brownian
drop1,33,3.3,604.5769316311552,540.6015746630488,1439.4976742137803,1287.1723492727192,brownian
drop1,34,3.4,606.142985894538,538.9472118108208,1443.226449414895,1283.2333113215643,brownian
drop1,35,3.5,605.7111242467057,537.5268879213402,1442.1981868314062,1279.8515201407108,brownian
drop1,36,3.6,608.2522269425791,538.0876113471289,1448.2485523502808,1281.186602617514,brownian
drop1,37,3.7,606.4646087599052,541.3684230641833,1443.9922334573341,1288.9982153158203,brownian
drop1,38,3.8,601.7521129247925,543.5448444635064,1432.7717808739308,1294.1802746676085,brownian
drop1,39,3.9,601.5799383238129,545.8872913223947,1432.3618331489986,1299.7576406386218,brownian
drop1,40,4.0,601.4056082095102,545.588510471452,1431.9467531468438,1299.046243432527,brownian
drop1,41,4.1,601.1218798775917,545.0040802782455,1431.2711959885457,1297.6547151425025,brownian
drop1,42,4.2,603.6291271445602,545.1689602446484,1437.2409517311978,1298.0472943425077,brownian
drop1,43,4.3,604.2482301366879,545.551339650384,1438.7150359554537,1298.957739707564,brownian
drop1,44,4.4,605.0142098445596,544.9725259067358,1440.5388336398962,1297.5795841839376,brownian
drop1,45,4.5,604.1128443544519,544.6736159215644,1438.39268240795,1296.8678795092449,brownian
drop1,46,4.6,604.5920406096448,545.5561320813694,1439.533648691564,1298.9691504857403,brownian
drop1,47,4.7,605.6232586311327,545.9882764654418,1441.9889788007267,1299.998086264217,brownian
drop1,48,4.8,605.7639470557882,545.5955263821055,1442.3239579398316,1299.0629483157932,brownian
drop1,49,4.9,605.6315889076733,545.744556029371,1442.00881318917,1299.4177879059323,brownian
drop1,50,5.0,603.2371898826092,546.5375045383033,1436.3077491104923,1301.3057983057001,brownian
drop1,51,5.1,605.9172180600676,545.7879732148776,1442.688896201021,1299.5211642246236,brownian
drop1,52,5.2,606.4210077653609,542.4141614609001,1443.888419489324,1291.488118438403,brownian
drop1,53,5.3,608.5858640485898,538.0125911750839,1449.0429422996922,1281.0079795878746,brownian
drop1,54,5.4,610.8701330276823,531.719269910736,1454.4817867389115,1266.0235816574623,brownian
drop1,55,5.5,609.7833874284161,528.776352235458,1451.8942454670585,1259.0164946726254,brownian
drop1,56,5.6,608.2664293332132,538.399741637,1448.2823682423805,1281.929784837697,brownian
drop1,57,5.7,605.6348215691607,538.380094189725,1442.0165101561715,1281.883004265735,brownian
