	mass A	
t	x	
0.000	-7.351E-6
0.100	7.571E-5
0.200	-1.784E-3
0.300	-2.853E-3
0.400	-3.926E-3
0.500	-6.071E-3
0.600	-8.881E-3
0.700	-9.097E-3
0.800	-9.135E-3
0.900	-9.158E-3
1.000	-9.426E-3
1.100	-1.511E-2
1.200	-1.508E-2
1.300	-1.784E-2
1.400	-1.267E-2
1.500	-1.366E-2
1.600	-1.331E-2
1.700	-1.174E-2
1.800	-9.725E-3
1.900	-1.292E-2
2.000	-1.454E-2
2.100	-1.465E-2
2.200	-1.567E-2
2.300	-1.516E-2
2.400	-1.234E-2
2.500	-1.378E-2
2.600	-1.239E-2
2.700	-1.203E-2
2.800	-1.037E-2
2.900	-1.053E-2
3.000	-1.002E-2
3.100	-1.060E-2
3.200	-1.192E-2
3.300	-1.416E-2
3.400	-9.508E-3
3.500	-1.053E-2
3.600	-1.220E-2
3.700	-1.291E-2
3.800	-1.445E-2
3.900	-1.470E-2
4.000	-1.721E-2
4.100	-1.596E-2
4.200	-1.491E-2
4.300	-1.641E-2
4.400	-1.543E-2
4.500	-1.635E-2
4.600	-2.038E-2
4.700	-1.725E-2
4.800	-1.776E-2
4.900	-2.110E-2
5.000	-2.395E-2
5.100	-2.612E-2
5.200	-2.636E-2
5.300	-2.722E-2
5.400	-2.999E-2
5.500	-3.099E-2
5.600	-2.945E-2
5.700	-2.845E-2
5.800	-3.003E-2
5.900	-2.990E-2
6.000	-3.285E-2
6.100	-3.345E-2
6.200	-3.451E-2
6.300	-3.338E-2
6.400	-3.239E-2
6.500	-3.554E-2
6.600	-3.730E-2
6.700	-3.527E-2
6.800	-3.565E-2
6.900	-3.551E-2
7.000	-3.831E-2
7.100	-3.803E-2
7.200	-3.990E-2
7.300	-4.265E-2
7.400	-4.176E-2
7.500	-4.238E-2
7.600	-4.288E-2
7.700	-4.193E-2
7.800	-4.112E-2
7.900	-3.926E-2
8.000	-3.883E-2
8.100	-3.401E-2
8.200	-3.264E-2
8.300	-3.290E-2
8.400	-3.288E-2
8.500	-3.295E-2
8.600	-3.300E-2
8.700	-3.399E-2
8.800	-3.418E-2
8.900	-3.395E-2
9.000	-3.013E-2
9.100	-2.907E-2
9.200	-3.105E-2
9.300	-3.085E-2
9.400	-2.712E-2
9.500	-2.670E-2
9.600	-3.048E-2
9.700	-3.225E-2
9.800	-3.128E-2
9.900	-3.303E-2
10.000	-3.487E-2
10.100	-3.282E-2
10.200	-3.451E-2
10.300	-3.594E-2
10.400	-3.814E-2
10.500	-3.914E-2
10.600	-4.074E-2
10.700	-3.972E-2
10.800	-3.820E-2
10.900	-3.547E-2
11.000	-3.419E-2
11.100	-3.430E-2
11.200	-3.250E-2
11.300	-3.455E-2
11.400	-3.457E-2
11.500	-3.594E-2
11.600	-3.740E-2
11.700	-3.895E-2
11.800	-4.046E-2
11.900	-4.058E-2
12.000	-4.103E-2
12.100	-4.295E-2
12.200	-4.514E-2
12.300	-4.214E-2
