	mass A	
t	y	
0.000	2.122
0.100	2.119
0.200	2.117
0.300	2.114
0.400	2.112
0.500	2.112
0.600	2.113
0.700	
0.800	2.106
0.900	2.105
1.000	2.104
1.100	2.104
1.200	2.108
1.300	2.108
1.400	2.108
1.500	2.106
1.600	2.107
1.700	2.105
1.800	2.102
1.900	2.104
2.000	2.106
2.100	2.106
2.200	2.103
2.300	2.107
2.400	2.109
2.500	2.106
2.600	2.107
2.700	2.109
2.800	2.107
2.900	2.105
3.000	2.101
3.100	2.096
3.200	2.092
3.300	2.088
3.400	2.084
3.500	2.078
3.600	2.071
3.700	2.066
3.800	2.063
3.900	2.058
4.000	2.053
4.100	2.048
4.200	2.047
4.300	2.040
4.400	2.038
4.500	2.035
4.600	2.028
4.700	2.024
4.800	2.020
4.900	2.012
5.000	2.009
5.100	2.004
5.200	1.998
5.300	1.993
5.400	1.987
5.500	1.979
5.600	1.970
5.700	1.965
5.800	1.963
5.900	1.959
6.000	1.955
6.100	1.945
6.200	1.943
6.300	1.941
6.400	1.936
6.500	1.929
6.600	1.925
6.700	1.921
6.800	1.921
6.900	1.916
7.000	1.913
7.100	1.909
7.200	1.903
7.300	1.899
7.400	1.894
7.500	1.889
7.600	1.886
7.700	1.878
7.800	1.872
7.900	1.867
8.000	1.865
8.100	1.858
8.200	1.853
8.300	1.848
8.400	1.838
8.500	1.832
8.600	1.830
8.700	1.823
8.800	1.818
8.900	1.808
9.000	1.805
9.100	1.797
9.200	1.794
9.300	1.791
9.400	1.784
9.500	1.772
9.600	1.767
9.700	1.768
9.800	1.764
9.900	1.763
10.000	1.757
10.100	1.744
10.200	1.742
10.300	1.738
10.400	1.735
10.500	1.729
10.600	1.720
10.700	1.713
10.800	1.704
10.900	1.703
11.000	1.695
11.100	1.694
11.200	1.693
11.300	1.691
11.400	1.685
11.500	1.679
11.600	1.670
11.700	1.668
11.800	1.662
11.900	1.655
12.000	1.646
12.100	1.640
12.200	1.634
12.300	1.630
12.400	1.629
12.500	1.624
12.600	1.619
12.700	1.610
12.800	1.606
12.900	1.602
13.000	1.597
13.100	1.593
13.200	1.588
13.300	1.586
13.400	1.581
13.500	1.573
13.600	1.567
13.700	1.564
13.800	1.562
13.900	1.557
14.000	1.548
14.100	1.542
14.200	1.538
14.300	1.533
14.400	1.530
14.500	1.527
14.600	1.522
14.700	1.520
14.800	1.514
14.900	1.512
15.000	1.504
15.100	1.498
15.200	1.494
15.300	1.493
15.400	1.488
15.500	1.484
15.600	1.479
15.700	1.474
15.800	1.468
15.900	1.464
16.000	1.457
16.100	1.449
16.200	1.443
16.300	1.437
16.400	1.431
16.500	1.425
16.600	1.420
16.700	1.411
16.800	1.406
16.900	1.403
17.000	1.401
17.100	1.400
17.200	1.401
17.300	1.395
17.400	1.395
17.500	1.390
17.600	1.390
17.700	1.386
17.800	1.382
17.900	1.372
18.000	1.368
18.100	1.363
18.200	1.355
18.300	1.346
18.400	1.339
18.500	1.339
18.600	1.334
18.700	1.329
18.800	1.327
18.900	1.324
19.000	1.321
19.100	1.314
19.200	1.308
19.300	1.303
19.400	1.298
19.500	1.297
19.600	1.289
19.700	1.285
19.800	1.277
19.900	1.271
20.000	1.268
20.100	1.261
20.200	1.258
20.300	1.253
20.400	1.248
20.500	1.243
20.600	1.237
