particle_id,analysis_index,source_index,t,x_raw_mm,x_mm,x_m,was_interpolated
particle1,350,350,35.0,-0.0288,-0.0288,-2.88e-05,False
particle1,351,351,35.1,-0.03089,-0.03089,-3.0890000000000004e-05,False
particle1,352,352,35.2,-0.03071,-0.03071,-3.071e-05,False
particle1,353,353,35.3,-0.02984,-0.02984,-2.984e-05,False
particle1,354,354,35.4,-0.03239,-0.03239,-3.239e-05,False
particle1,355,355,35.5,-0.03273,-0.03273,-3.273e-05,False
particle1,356,356,35.6,-0.04122,-0.04122,-4.122e-05,False
particle1,357,357,35.7,-0.0412,-0.0412,-4.12e-05,False
particle1,358,358,35.8,-0.04292,-0.04292,-4.292e-05,False
particle1,359,359,35.9,-0.0443,-0.0443,-4.43e-05,False
particle1,360,360,36.0,-0.04628,-0.04628,-4.6280000000000004e-05,False
particle1,361,361,36.1,-0.04406,-0.04406,-4.406e-05,False
particle1,362,362,36.2,-0.04719,-0.04719,-4.719e-05,False
particle1,363,363,36.3,-0.04432,-0.04432,-4.432e-05,False
particle1,364,364,36.4,-0.04521,-0.04521,-4.521e-05,False
particle1,365,365,36.5,-0.04562,-0.04562,-4.562e-05,False
particle1,366,366,36.6,-0.04538,-0.04538,-4.5379999999999996e-05,False
particle1,367,367,36.7,-0.04509,-0.04509,-4.509e-05,False
particle1,368,368,36.8,-0.04169,-0.04169,-4.1689999999999996e-05,False
particle1,369,369,36.9,-0.03982,-0.03982,-3.982e-05,False
particle1,370,370,37.0,-0.04072,-0.04072,-4.072e-05,False
particle1,371,371,37.1,-0.03921,-0.03921,-3.9210000000000006e-05,False
particle1,372,372,37.2,-0.04287,-0.04287,-4.287e-05,False
particle1,373,373,37.3,-0.03761,-0.03761,-3.761e-05,False
particle1,374,374,37.4,-0.0415,-0.0415,-4.1500000000000006e-05,False
particle1,375,375,37.5,-0.0396,-0.0396,-3.960000000000001e-05,False
particle1,376,376,37.6,-0.04139,-0.04139,-4.139e-05,False
particle1,377,377,37.7,-0.04041,-0.04041,-4.041e-05,False
particle1,378,378,37.8,-0.04187,-0.04187,-4.187e-05,False
particle1,379,379,37.9,-0.04054,-0.04054,-4.054e-05,False
particle1,380,380,38.0,-0.04163,-0.04163,-4.163e-05,False
particle1,381,381,38.1,-0.04263,-0.04263,-4.2630000000000004e-05,False
particle1,382,382,38.2,-0.04434,-0.04434,-4.434e-05,False
particle1,383,383,38.3,-0.04544,-0.04544,-4.5440000000000005e-05,False
particle1,384,384,38.4,-0.04744,-0.04744,-4.7440000000000007e-05,False
particle1,385,385,38.5,-0.04861,-0.04861,-4.8610000000000004e-05,False
particle1,386,386,38.6,-0.04734,-0.04734,-4.7340000000000004e-05,False
particle1,387,387,38.7,-0.04559,-0.04559,-4.559e-05,False
particle1,388,388,38.8,-0.04507,-0.04507,-4.507e-05,False
particle1,389,389,38.9,-0.04324,-0.04324,-4.324e-05,False
particle1,390,390,39.0,-0.04271,-0.04271,-4.2709999999999996e-05,False
particle1,391,391,39.1,-0.04132,-0.04132,-4.1320000000000004e-05,False
particle1,392,392,39.2,-0.04413,-0.04413,-4.4130000000000006e-05,False
particle1,393,393,39.3,-0.0424,-0.0424,-4.24e-05,False
particle1,394,394,39.4,-0.04242,-0.04242,-4.242e-05,False
particle1,395,395,39.5,-0.04241,-0.04241,-4.241e-05,False
particle1,396,396,39.6,-0.04092,-0.04092,-4.092e-05,False
particle1,397,397,39.7,-0.04313,-0.04313,-4.313e-05,False
particle1,398,398,39.8,-0.04586,-0.04586,-4.586e-05,False
particle1,399,399,39.9,-0.04939,-0.04939,-4.9390000000000007e-05,False
particle1,400,400,40.0,-0.04824,-0.04824,-4.824e-05,False
particle1,401,401,40.1,-0.04625,-0.04625,-4.625e-05,False
particle1,402,402,40.2,-0.04657,-0.04657,-4.657e-05,False
particle1,403,403,40.3,-0.04337,-0.04337,-4.337e-05,False
particle1,404,404,40.4,-0.04087,-0.04087,-4.087e-05,False
