drop_id,fall_time_s,frame_count,vertical_speed_um_s,terminal_velocity_m_s,radius_m,radius_um,cunningham_factor,eta_air_pa_s,eta_slip_corrected_pa_s,fit_r2
drop1,68.7,688,0.476037889678639,4.76037889678639e-07,3.7676377190102765e-08,0.037676377190102764,3.147969468040362,1.81e-05,5.749738103802959e-06,0.25987291497538245
