drop_id,frame,time_s,x_px,y_px,x_um,y_um,source_video
drop1,0,0.0,1043.944449925999,86.41410952146029,2485.6317352738033,205.75199477059692,freefall
drop1,1,0.1,1043.8164424632134,86.20440648546294,2485.3269495049108,205.25269184188724,freefall
drop1,2,0.2,1043.8711637142912,86.34156459508877,2485.457240803727,205.57926530090634,freefall
drop1,3,0.3,1044.1471577899451,86.45393728222996,2486.114382697859,205.8468246689895,freefall
drop1,4,0.4,1044.2532848151063,86.39171911880409,2486.367071144768,205.69868322187253,freefall
drop1,5,0.5,1043.0367803030304,84.78361742424242,2483.470573901515,201.8697930871212,freefall
drop1,6,0.6,1043.7743652420754,86.6142958523892,2485.2267636413812,206.22863842453867,freefall
drop1,7,0.7,1043.9272252885098,86.7081585549423,2485.590723411942,206.4521255193176,freefall
drop1,8,0.8,1043.6865001182127,85.86872487981717,2485.0175567814645,204.45343393884465,freefall
drop1,9,0.9,1043.9381150229608,86.53551478043059,2485.6166518696696,206.0410606922052,freefall
drop1,10,1.0,1044.3225234045158,85.94464500601686,2486.5319282261516,204.63419975932612,freefall
drop1,11,1.1,1044.0711717051965,86.80001975894092,2485.933459830073,206.67084704603832,freefall
drop1,12,1.2,1044.235868900107,85.57226174085972,2486.325603851155,203.74755520498695,freefall
drop1,13,1.3,1044.0772293471518,86.49362757847982,2485.9478830755684,205.94132726436044,freefall
drop1,14,1.4,1044.029662903944,86.26520417449223,2485.8346273742904,205.39745113946597,freefall
drop1,15,1.5,1044.1166705318492,86.4096706864564,2486.0417925363327,205.74142590445265,freefall
drop1,16,1.6,1044.1764485631377,84.54033511185997,2486.1841240288304,201.29053790133858,freefall
drop1,17,1.7,1043.9328328487793,86.50035843721375,2485.604075012943,205.9573534390059,freefall
drop1,18,1.8,1044.255176025135,86.77171110932088,2486.371574115846,206.603444151293,freefall
drop1,19,1.9,1044.1882163963035,86.54118906913101,2486.2121432395984,206.05457117360092,freefall
drop1,20,2.0,1044.173528713811,86.67562490112324,2486.1771718675836,206.3746628895744,freefall
drop1,21,2.1,1044.302072949936,86.65807514697805,2486.4832356937973,206.33287692495472,freefall
drop1,22,2.2,1044.0711499609945,86.47042585962035,2485.9334080571275,205.88608397175602,freefall
drop1,23,2.3,1044.0402022147327,86.53300032097576,2485.8597214732786,206.03507376424326,freefall
drop1,24,2.4,1043.9921599219892,86.2961482203803,2485.745332774256,205.47112891272548,freefall
drop1,25,2.5,1044.2540012265813,86.52588679842523,2486.36877692049,206.01813646705045,freefall
drop1,26,2.6,1044.0665743416828,86.78365847784201,2485.9225135075467,206.6318908357418,freefall
drop1,27,2.7,1039.7687417015627,88.5493820855888,2475.689373991421,210.83607874578692,freefall
drop1,28,2.8,1059.8415093761491,87.19447849001102,2523.4826338246107,207.61005328471623,freefall
drop1,29,2.9,1059.5010509914598,88.32069203745351,2522.6720024106658,210.2915677411768,freefall
drop1,30,3.0,1059.3088813244624,86.82146062200216,2522.2144464335447,206.72189774098715,freefall
drop1,31,3.1,1039.390483173624,88.32064928826073,2474.7887404363987,210.29146595534877,freefall
drop1,32,3.2,1059.4230699198836,87.07620174799709,2522.4863294792426,207.32843636198106,freefall
drop1,33,3.3,1039.8842731128516,87.76659467617287,2475.9644542816995,208.97226192396758,freefall
drop1,34,3.4,1040.0740079028703,87.54645870554636,2476.416212816734,208.44811817790585,freefall
drop1,35,3.5,1060.1965322198532,87.6401474769012,2524.3279432154704,208.67119114250175,freefall
drop1,36,3.6,1039.9223729620373,89.75990717600857,2476.0551700226106,213.7183389860764,freefall
drop1,37,3.7,1061.1176470588234,87.53390001731802,2526.5211176470584,208.4182159412342,freefall
drop1,38,3.8,1061.1876255056604,87.56564127935741,2526.6877363289773,208.49379188614998,freefall
drop1,39,3.9,1061.0986121043184,87.23424935421258,2526.475795420382,207.70474771238014,freefall
drop1,40,4.0,1061.3362212008635,87.25494486130893,2527.0415426792556,207.75402371477654,freefall
drop1,41,4.1,1059.0220068838971,93.48507489536237,2521.531398390559,222.5879633258578,freefall
drop1,42,4.2,1059.456966820453,88.27882021726634,2522.5670379994986,210.19187093731114,freefall
drop1,43,4.3,1060.4745932948822,87.30745232913819,2524.9900066351142,207.879043995678,freefall
drop1,44,4.4,1059.3222145069972,90.34694477085782,2522.24619274116,215.11607549941243,freefall
drop1,45,4.5,1060.452195798294,87.17917533230852,2524.936678195738,207.57361646622655,freefall
drop1,46,4.6,1061.0498989223229,87.3715150016725,2526.3598093340506,208.03157721898222,freefall
drop1,47,4.7,1060.3572148018393,88.12787387781913,2524.710528443179,209.83246770308733,freefall
drop1,48,4.8,1039.6703842920026,88.88685147633414,2475.455184999258,211.63959336515157,freefall
drop1,49,4.9,1060.3412026460003,87.54065313801908,2524.6724035001266,208.43429512162342,freefall
drop1,50,5.0,1039.7115943506858,88.33012542701269,2475.5533061489828,210.3140286417172,freefall
drop1,51,5.1,1059.3582601675246,89.03906982108617,2522.3320174588757,212.00202524400615,freefall
drop1,52,5.2,1040.1025608292696,87.99620854290602,2476.4841973344905,209.5189725406592,freefall
drop1,53,5.3,1060.3651014129105,87.28125280043014,2524.7293064641394,207.81666291782415,freefall
drop1,54,5.4,1039.5911908275627,91.27805653309116,2475.2666253604266,217.33305260529002,freefall
drop1,55,5.5,1060.7143483917819,87.22041514115404,2525.5608635208323,207.67180845108774,freefall
drop1,56,5.6,1039.9431833746312,89.0274059593331,2476.1047196149966,211.97425358917206,freefall
drop1,57,5.7,1039.933250101979,88.98992570983572,2476.0810684928115,211.88501311511882,freefall
drop1,58,5.8,1060.6730682058567,87.05383639055937,2525.4625753981445,207.27518444592184,freefall
drop1,59,5.9,1059.5767342907075,87.1265709292607,2522.8522043461744,207.4483653825697,freefall
drop1,60,6.0,1040.627309635148,87.12278750686693,2477.7336242412875,207.43935705385013,freefall
drop1,61,6.1,1059.5180086391747,87.14598029770968,2522.7123785698745,207.49457908884673,freefall
drop1,62,6.2,1041.4598412753542,109.32080091692137,2479.715882076618,260.29282698318974,freefall
drop1,63,6.3,1060.9677287048603,109.48007047111244,2526.164162046272,260.6720477917187,freefall
drop1,64,6.4,1059.7662654303213,108.82240972182227,2523.3034779895947,259.1061575476588,freefall
drop1,65,6.5,1041.3798092934392,110.05312790310424,2479.5253259276783,262.03649753729115,freefall
drop1,66,6.6,1041.3748238650785,110.12139962716284,2479.5134556227517,262.1990525122747,freefall
drop1,67,6.7,1041.2866335674923,109.96168066339196,2479.303474524199,261.8187616595362,freefall
drop1,68,6.8,1041.339658230586,109.3312740644603,2479.4297262470254,260.31776354747996,freefall
drop1,69,6.9,1041.2446275133557,109.40607873307862,2479.2034581093,260.49587346346016,freefall
drop1,70,7.0,1041.3723416464356,110.51473846832928,2479.507545460163,263.135592293092,freefall
drop1,71,7.1,1047.0258414064504,110.08197233029732,2492.968528388758,262.1051761184379,freefall
drop1,72,7.2,1046.785443534821,109.96032297858024,2492.396141056409,261.8155290119995,freefall
drop1,73,7.3,1046.872077091189,109.99787115987816,2492.602415554121,261.9049312316699,freefall
drop1,74,7.4,1046.673958001909,109.93088950502249,2492.130694002545,261.74544791145854,freefall
drop1,75,7.5,1046.5850326310322,110.02200618747601,2491.918962694487,261.96239673238034,freefall
drop1,76,7.6,1046.7419462937312,110.40077521111657,2492.292574125374,262.86424577766854,freefall
drop1,77,7.7,1046.6449326316745,109.90312117225423,2492.0615845960165,261.6793315111373,freefall
drop1,78,7.8,1046.7517812834346,110.06882697079378,2492.315991235858,262.07387701745995,freefall
drop1,79,7.9,1046.7289354613602,110.03140265177949,2492.2615953334985,261.9847697138869,freefall
drop1,80,8.0,1046.9002200778737,110.06240054173014,2492.669424005417,262.0585756898594,freefall
drop1,81,8.1,1051.2393880342295,111.7444050400029,2503.0009829095,266.0634284002469,freefall
drop1,82,8.2,1051.3109077184374,110.94385733157199,2503.1712712775993,264.1573243064729,freefall
drop1,83,8.3,1051.3293174152532,111.5317390987843,2503.2151047657176,265.5570707942054,freefall
drop1,84,8.4,1051.2616805527086,111.47927945307885,2503.0540613959993,265.4321643777807,freefall
drop1,85,8.5,1051.3323310762821,111.11815190113168,2503.2222802926276,264.57231967659453,freefall
drop1,86,8.6,1051.2212199157098,111.46734050646668,2502.957724619305,265.40373774589716,freefall
drop1,87,8.7,1051.057028609511,110.5346908173466,2502.5667851192457,263.1830988361022,freefall
drop1,88,8.8,1051.3043785818766,111.53895403208402,2503.155725403448,265.57424955039204,freefall
drop1,89,8.9,1051.3163814297081,110.81386952339102,2503.184304184135,263.847823335194,freefall
drop1,90,9.0,1051.2718038107832,111.47674460539761,2503.0781648734746,265.4261289054517,freefall
drop1,91,9.1,1041.677819045606,96.5653491157613,2480.2348871475874,229.92209624462762,freefall
drop1,92,9.2,1061.1710069444443,87.27162782485875,2526.648167534722,207.79374585098867,freefall
drop1,93,9.3,1059.611970296726,87.14567798950566,2522.9361012765044,207.49385929301295,freefall
drop1,94,9.4,1059.485955186312,87.16192844016862,2522.6360592986084,207.53255161604147,freefall
drop1,95,9.5,1061.7157829317212,87.36041978586965,2527.9452791604276,208.00515951015564,freefall
drop1,96,9.6,1081.4091544644311,108.31660619161585,2574.8351967798103,257.9018393422373,freefall
drop1,97,9.7,1083.8659638271952,112.67749039452723,2580.6848598725514,268.2851046293693,freefall
drop1,98,9.8,1087.5234273193796,108.34991639278095,2589.3932804474425,257.9811509312114,freefall
