drop_id,fall_time_s,frame_count,vertical_speed_um_s,terminal_velocity_m_s,radius_m,radius_um,cunningham_factor,eta_air_pa_s,eta_slip_corrected_pa_s,fit_r2
drop1,62.2,623,5.512532253668364,5.512532253668363e-06,1.905848784021599e-07,0.1905848784021599,1.4246281685577626,1.81e-05,1.2705069574978097e-05,0.16291924853613998
