particle_id,lag_s,start_index,end_index,t_start_s,t_pair_end_s,n_displacements,dx_mean_um,dx_std_um,dx_skewness,dx_excess_kurtosis,shapiro_w,shapiro_p,normality_rejected_p_lt_0_05
particle3,0.4999999999999716,1962,2712,196.2,271.2,150,0.03926666666666667,3.982090219277662,0.18110825080073664,-0.04942707148985237,0.9936978084246597,0.7590531899998252,False
particle3,0.9999999999999432,818,2318,81.8,231.8,150,0.1721333333333333,5.629013796283253,-0.2111879030540055,-0.06781183076275843,0.9945457471371082,0.8486952874046632,False
particle3,1.599999999999909,211,2611,21.1,261.1,150,0.4543999999999998,7.107604694117765,0.05398432815203838,0.33060670382581137,0.9909973321660672,0.45809864618167107,False
