particle_id,analysis_index,source_index,t,x_raw_mm,x_mm,x_m,was_interpolated
particle4,0,0,0.0,-0.541,-0.541,-0.000541,False
particle4,1,1,0.1,-0.54,-0.54,-0.00054,False
particle4,2,2,0.2,-0.541,-0.541,-0.000541,False
particle4,3,3,0.3,-0.541,-0.541,-0.000541,False
particle4,4,4,0.4,-0.54,-0.54,-0.00054,False
particle4,5,5,0.5,-0.541,-0.541,-0.000541,False
particle4,6,6,0.6,-0.542,-0.542,-0.0005420000000000001,False
particle4,7,7,0.7,-0.545,-0.545,-0.000545,False
particle4,8,8,0.8,-0.543,-0.543,-0.0005430000000000001,False
particle4,9,9,0.9,-0.543,-0.543,-0.0005430000000000001,False
particle4,10,10,1.0,-0.544,-0.544,-0.0005440000000000001,False
particle4,11,11,1.1,-0.544,-0.544,-0.0005440000000000001,False
particle4,12,12,1.2,-0.545,-0.545,-0.000545,False
particle4,13,13,1.3,-0.545,-0.545,-0.000545,False
particle4,14,14,1.4,-0.546,-0.546,-0.000546,False
particle4,15,15,1.5,-0.549,-0.549,-0.000549,False
particle4,16,16,1.6,-0.545,-0.545,-0.000545,False
particle4,17,17,1.7,-0.546,-0.546,-0.000546,False
particle4,18,18,1.8,-0.545,-0.545,-0.000545,False
particle4,19,19,1.9,-0.544,-0.544,-0.0005440000000000001,False
particle4,20,20,2.0,-0.543,-0.543,-0.0005430000000000001,False
particle4,21,21,2.1,-0.543,-0.543,-0.0005430000000000001,False
particle4,22,22,2.2,-0.543,-0.543,-0.0005430000000000001,False
particle4,23,23,2.3,-0.544,-0.544,-0.0005440000000000001,False
particle4,24,24,2.4,-0.543,-0.543,-0.0005430000000000001,False
particle4,25,25,2.5,-0.545,-0.545,-0.000545,False
particle4,26,26,2.6,-0.546,-0.546,-0.000546,False
particle4,27,27,2.7,-0.545,-0.545,-0.000545,False
particle4,28,28,2.8,-0.547,-0.547,-0.0005470000000000001,False
particle4,29,29,2.9,-0.546,-0.546,-0.000546,False
particle4,30,30,3.0,-0.547,-0.547,-0.0005470000000000001,False
particle4,31,31,3.1,-0.546,-0.546,-0.000546,False
particle4,32,32,3.2,-0.543,-0.543,-0.0005430000000000001,False
particle4,33,33,3.3,-0.54,-0.54,-0.00054,False
particle4,34,34,3.4,-0.541,-0.541,-0.000541,False
particle4,35,35,3.5,-0.545,-0.545,-0.000545,False
particle4,36,36,3.6,-0.544,-0.544,-0.0005440000000000001,False
particle4,37,37,3.7,-0.544,-0.544,-0.0005440000000000001,False
particle4,38,38,3.8,-0.543,-0.543,-0.0005430000000000001,False
particle4,39,39,3.9,-0.543,-0.543,-0.0005430000000000001,False
particle4,40,40,4.0,-0.545,-0.545,-0.000545,False
particle4,41,41,4.1,-0.541,-0.541,-0.000541,False
particle4,42,42,4.2,-0.537,-0.537,-0.000537,False
particle4,43,43,4.3,-0.536,-0.536,-0.000536,False
particle4,44,44,4.4,-0.537,-0.537,-0.000537,False
particle4,45,45,4.5,-0.537,-0.537,-0.000537,False
particle4,46,46,4.6,-0.539,-0.539,-0.0005390000000000001,False
particle4,47,47,4.7,-0.539,-0.539,-0.0005390000000000001,False
particle4,48,48,4.8,-0.539,-0.539,-0.0005390000000000001,False
particle4,49,49,4.9,-0.541,-0.541,-0.000541,False
particle4,50,50,5.0,-0.539,-0.539,-0.0005390000000000001,False
particle4,51,51,5.1,-0.54,-0.54,-0.00054,False
particle4,52,52,5.2,-0.539,-0.539,-0.0005390000000000001,False
particle4,53,53,5.3,-0.538,-0.538,-0.0005380000000000001,False
particle4,54,54,5.4,-0.536,-0.536,-0.000536,False
particle4,55,55,5.5,-0.534,-0.534,-0.0005340000000000001,False
particle4,56,56,5.6,-0.532,-0.532,-0.000532,False
particle4,57,57,5.7,-0.533,-0.533,-0.000533,False
